fname	D-D	N-N	D-N-N-D	T-N-N-T	T-D-D-T	T-T	qid	dist
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_5098_4_cobinding.tsv	52.5	31.25	1.25	0	13.75	1.25	2	36
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_80_lex_300_rex_300_site_peak_3867_6_cobinding.tsv	0.0	47.06	23.53	15.03	12.42	1.96	2	80
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_3867_7_cobinding.tsv	0.0	54.1	18.58	8.74	16.39	2.19	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_5285_1_cobinding.tsv	65.91	2.27	4.55	2.28	22.73	2.27	2	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_1297_1_cobinding.tsv	23.21	27.98	19.05	1.79	25.6	2.38	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_1297_1_cobinding.tsv	18.12	24.83	21.47	3.35	28.86	3.36	2	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_1297_1_cobinding.tsv	17.74	25.81	20.16	4.84	26.61	4.84	2	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_1297_2_cobinding.tsv	36.67	10.0	21.67	5.84	24.17	1.67	2	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_1297_3_cobinding.tsv	34.65	14.85	17.82	9.9	17.82	4.95	2	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_4294_3_cobinding.tsv	75.44	8.77	7.01	0	7.9	0.88	2	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_4294_5_cobinding.tsv	74.58	8.47	6.77	0	9.32	0.85	2	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_1838_2_cobinding.tsv	8.39	61.19	17.48	9.79	1.75	1.4	2	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_345_1_cobinding.tsv	28.43	29.41	23.04	2.45	14.71	1.96	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_345_1_cobinding.tsv	27.54	26.35	27.54	3	13.78	1.8	2	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_179_lex_300_rex_300_site_peak_345_1_cobinding.tsv	32.53	3.61	36.15	8.43	15.66	3.61	2	179
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_76_lex_300_rex_300_site_peak_345_2_cobinding.tsv	70.44	5.03	16.35	0.63	6.91	0.63	2	76
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_127_lex_300_rex_300_site_peak_345_2_cobinding.tsv	58.33	3.03	21.97	3.03	12.12	1.52	2	127
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_345_3_cobinding.tsv	75.27	4.4	9.34	0.55	8.79	1.65	2	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_345_3_cobinding.tsv	61.44	2.61	16.34	1.31	16.99	1.31	2	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_345_4_cobinding.tsv	68.95	1.61	6.85	0.8	20.57	1.21	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_73_lex_300_rex_300_site_peak_521_5_cobinding.tsv	18.46	44.62	25.39	6.16	4.62	0.77	2	73
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_521_6_cobinding.tsv	33.03	37.61	18.34	2.75	6.42	1.83	2	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_2426_2_cobinding.tsv	51.16	14.53	7.56	1.74	23.26	1.74	2	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_86_lex_300_rex_300_site_peak_3990_1_cobinding.tsv	27.55	9.18	24.49	13.26	19.38	6.12	2	86
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_612_1_cobinding.tsv	54.55	6.82	6.82	0	29.54	2.27	2	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_612_1_cobinding.tsv	47.5	7.5	5	0	35	5.0	2	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_1935_3_cobinding.tsv	26.53	18.37	11.22	7.14	34.69	2.04	2	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_133_lex_300_rex_300_site_peak_718_1_cobinding.tsv	46.67	2.22	24.45	6.66	17.77	2.22	2	133
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_87_lex_300_rex_300_site_peak_127_1_cobinding.tsv	48.94	3.19	11.7	7.45	23.4	5.32	2	87
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_127_2_cobinding.tsv	66.67	3.6	2.7	0.9	23.42	2.7	2	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_1679_4_cobinding.tsv	57.45	7.45	8.51	4.26	20.21	2.13	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_4405_1_cobinding.tsv	33.33	23.96	23.96	2.08	13.54	3.12	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_92_lex_300_rex_300_site_peak_475_2_cobinding.tsv	31.65	12.03	29.75	6.33	18.99	1.27	2	92
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_1479_2_cobinding.tsv	69.05	3.57	10.71	3.57	10.71	2.38	2	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_110_lex_300_rex_300_site_peak_5337_2_cobinding.tsv	13.39	20.54	35.72	17.85	8.93	3.57	2	110
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_94_lex_300_rex_300_site_peak_5337_3_cobinding.tsv	11.57	19.83	35.54	15.71	12.4	4.96	2	94
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_111_lex_300_rex_300_site_peak_3439_2_cobinding.tsv	21.28	6.38	42.55	8.51	17.02	4.26	2	111
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_3439_6_cobinding.tsv	58.33	4.63	21.3	0	13.89	1.85	2	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_3439_6_cobinding.tsv	43.82	2.25	39.33	2.25	11.24	1.12	2	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_89_lex_300_rex_300_site_peak_515_1_cobinding.tsv	19.44	11.11	2.78	5.56	55.56	5.56	2	89
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_129_lex_300_rex_300_site_peak_1436_1_cobinding.tsv	13.85	21.54	40	7.69	13.85	3.08	2	129
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_98_lex_300_rex_300_site_peak_1436_2_cobinding.tsv	20.39	31.07	33.98	8.73	4.85	0.97	2	98
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_155_lex_300_rex_300_site_peak_652_4_cobinding.tsv	64.62	0.0	12.31	1.54	20	1.54	2	155
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_142_lex_300_rex_300_site_peak_652_6_cobinding.tsv	26.56	1.56	14.06	6.24	48.43	3.12	2	142
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_124_lex_300_rex_300_site_peak_3526_2_cobinding.tsv	15.32	1.61	55.65	4.84	20.97	1.61	2	124
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_3526_3_cobinding.tsv	12.09	7.52	55.88	7.51	15.36	1.63	2	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_131_lex_300_rex_300_site_peak_3075_2_cobinding.tsv	33.6	15.2	17.6	11.2	20.8	1.6	2	131
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_990_2_cobinding.tsv	29.35	48.26	11.45	3.99	5.48	1.49	2	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_145_lex_300_rex_300_site_peak_164_1_cobinding.tsv	9.64	6.02	40.96	4.82	36.14	2.41	2	145
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_164_2_cobinding.tsv	71.43	4.61	6.45	1.38	13.83	2.3	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_104_lex_300_rex_300_site_peak_164_2_cobinding.tsv	13.56	0.85	28.81	9.32	43.22	4.24	2	104
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_127_lex_300_rex_300_site_peak_164_2_cobinding.tsv	13.68	3.16	37.9	8.43	33.68	3.16	2	127
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_164_3_cobinding.tsv	13.19	1.39	34.72	2.77	45.83	2.08	2	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_105_lex_300_rex_300_site_peak_164_3_cobinding.tsv	15.83	2.5	44.16	3.33	32.5	1.67	2	105
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_58_lex_300_rex_300_site_peak_164_4_cobinding.tsv	13.64	3.9	32.47	3.9	44.16	1.95	2	58
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_81_lex_300_rex_300_site_peak_164_4_cobinding.tsv	16.15	4.62	41.54	4.62	31.54	1.54	2	81
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_5442_1_cobinding.tsv	69.73	4.84	8.96	0.97	13.31	2.18	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_90_lex_300_rex_300_site_peak_5442_1_cobinding.tsv	77.86	2.86	12.5	0.71	5.36	0.71	2	90
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_67_lex_300_rex_300_site_peak_1082_1_cobinding.tsv	7.14	50.0	21.42	9.52	9.52	2.38	2	67
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_5061_2_cobinding.tsv	13.82	40.79	28.95	6.58	7.89	1.97	2	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_998_2_cobinding.tsv	47.97	17.99	15.28	2.13	15.28	1.35	2	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_77_lex_300_rex_300_site_peak_411_4_cobinding.tsv	33.33	28.57	20.64	9.52	6.35	1.59	2	77
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_3628_3_cobinding.tsv	17.19	39.06	17.18	18.75	6.25	1.56	2	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_3628_4_cobinding.tsv	43.94	22.73	18.19	7.58	6.07	1.52	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_112_4_cobinding.tsv	30.25	36.42	19.14	4.32	8.03	1.85	2	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_112_5_cobinding.tsv	36.47	35.29	11.77	5.89	9.41	1.18	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_2881_8_cobinding.tsv	22.41	21.84	27.58	5.17	20.69	2.3	2	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_2881_9_cobinding.tsv	49.63	20.74	11.85	2.22	12.6	2.96	2	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_46_lex_300_rex_300_site_peak_2881_10_cobinding.tsv	49.09	22.73	6.37	1.82	17.27	2.73	2	46
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_74_lex_300_rex_300_site_peak_134_2_cobinding.tsv	35.64	25.74	18.81	9.9	6.93	2.97	2	74
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_51_lex_300_rex_300_site_peak_798_1_cobinding.tsv	26.14	34.02	21.16	7.88	8.71	2.07	2	51
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_4415_3_cobinding.tsv	59.81	10.28	14.02	0.93	13.08	1.87	2	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_4415_4_cobinding.tsv	59.52	9.52	19.05	1.19	9.52	1.19	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_32_lex_300_rex_300_site_peak_4415_5_cobinding.tsv	34.4	26.4	24	2.4	11.2	1.6	2	32
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_97_lex_300_rex_300_site_peak_1206_4_cobinding.tsv	34.21	20.18	20.18	7.9	14.91	2.63	2	97
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_112_lex_300_rex_300_site_peak_1206_4_cobinding.tsv	26.32	21.05	23.15	11.58	15.79	2.11	2	112
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_1206_5_cobinding.tsv	31.5	24.41	20.47	7.09	14.18	2.36	2	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_1206_6_cobinding.tsv	31.79	27.75	17.92	3.46	17.34	1.73	2	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_92_lex_300_rex_300_site_peak_1206_6_cobinding.tsv	31.58	20.3	39.85	3.76	3.76	0.75	2	92
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_1206_8_cobinding.tsv	33.53	22.75	30.54	3	8.38	1.8	2	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_1206_9_cobinding.tsv	28.49	28.49	24.03	3.36	13.41	2.23	2	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_4827_2_cobinding.tsv	53.15	10.49	19.58	2.8	11.19	2.8	2	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_4827_4_cobinding.tsv	47.37	23.68	13.16	5.26	8.77	1.75	2	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_67_lex_300_rex_300_site_peak_1077_6_cobinding.tsv	7.53	38.71	39.79	9.68	2.15	2.15	2	67
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_2153_3_cobinding.tsv	35.24	4.76	17.14	6.67	29.52	6.67	2	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_2153_4_cobinding.tsv	32.9	10.97	34.84	10.97	7.74	2.58	2	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_97_lex_300_rex_300_site_peak_341_1_cobinding.tsv	25.3	39.76	21.69	3.61	8.43	1.2	2	97
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_341_5_cobinding.tsv	19.15	31.91	22.34	11.71	11.7	3.19	2	96
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_4479_1_cobinding.tsv	5.32	22.34	51.06	12.76	6.38	2.13	2	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_4479_3_cobinding.tsv	75.0	2.38	4.76	1.19	14.28	2.38	2	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_6_1_cobinding.tsv	65.45	10.0	10.9	0.91	10.91	1.82	2	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_81_lex_300_rex_300_site_peak_6_4_cobinding.tsv	30.68	22.73	20.46	6.82	17.05	2.27	2	81
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_59_lex_300_rex_300_site_peak_681_4_cobinding.tsv	63.55	7.88	18.22	1.48	7.39	1.48	2	59
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_49_6_cobinding.tsv	30.27	45.1	13.95	2.97	6.52	1.19	2	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_124_lex_300_rex_300_site_peak_49_6_cobinding.tsv	22.31	28.1	39.25	3.31	6.2	0.83	2	124
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_88_lex_300_rex_300_site_peak_49_7_cobinding.tsv	24.92	27.73	39.56	2.8	4.36	0.62	2	88
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_4593_2_cobinding.tsv	65.0	4.0	8	3	18	2.0	2	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_160_lex_300_rex_300_site_peak_2481_3_cobinding.tsv	14.93	28.36	37.32	11.94	5.97	1.49	2	160
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_610_1_cobinding.tsv	41.18	3.36	36.97	4.2	11.76	2.52	2	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_62_lex_300_rex_300_site_peak_2199_3_cobinding.tsv	9.52	2.38	65.48	5.95	14.28	2.38	2	62
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_71_lex_300_rex_300_site_peak_5077_3_cobinding.tsv	69.23	3.85	18.46	0	7.7	0.77	2	71
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_68_lex_300_rex_300_site_peak_5077_4_cobinding.tsv	14.01	23.57	45.22	4.46	11.47	1.27	2	68
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_112_lex_300_rex_300_site_peak_1169_6_cobinding.tsv	43.04	8.86	20.25	6.33	17.72	3.8	2	112
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_1169_7_cobinding.tsv	45.14	22.22	10.42	5.56	13.88	2.78	2	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_756_2_cobinding.tsv	6.14	30.7	37.72	7.89	14.04	3.51	2	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_756_6_cobinding.tsv	25.0	29.84	20.97	4.84	16.13	3.23	2	49
